Title,Price,Area,BHK,Bathrooms,Furnished,Floor,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Locality,Society,price_2022,price_2020,price_2018,price_2016,price_2014,price_2012,price_2010,price_2008,price_2006,price_2004,price_2002,price_2000,price_1998,price_1996,price_1994
2BHK Multistorey Apartment for Rent in Omkar Meridia at Bandra Kurla Complex,70000.0,1000.0,2.0,2.0,Semi-Furnished,9.0,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Omkar Meridia,63492.06349206349,57589.17323543173,52235.07776456392,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in NG Complex at Marol,36000.0,650.0,1.0,2.0,Furnished,5.0,East,Main Road,Rent,Apartment,Mumbai,2000.0,Marol,NG Complex,32653.061224489797,29617.289092507744,26863.754278918586,24366.21703303273,22100.87712746733,20046.14705439213,18182.446307838665,16492.014791690402,14958.743575229388,13568.021383428015,12306.595359118379,,,,
3BHK Multistorey Apartment for Rent in Bandra West,180000.0,2000.0,3.0,3.0,Semi-Furnished,9.0,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra West,Bandra West,163265.30612244896,148086.44546253872,134318.77139459294,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Shivalik Apartments at Bhavani Nagar Marol,35000.0,550.0,1.0,1.0,Furnished,1.0,East,Main Road,Rent,Apartment,Mumbai,2000.0,Bhavani,Shivalik Apartments,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,17677.37835484315,16033.903269699002,14543.222920361904,13191.131900555014,11964.745488031756,,,,
2BHK Multistorey Apartment for Rent in Raj Paradise at Marol,55000.0,902.0,2.0,2.0,Unfurnished,4.0,East,Main Road,Rent,Apartment,Mumbai,2000.0,Marol,Raj Paradise,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,20728.921558015023,18801.74290976419,,,,
2BHK Multistorey Apartment for Rent in Ashok Nagar Complex at Marol,65000.0,1050.0,2.0,2.0,Furnished,2.0,East,Main Road,Rent,Apartment,Mumbai,2000.0,Marol,Ashok Nagar Complex,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,27008.842566386393,24497.816386745028,22220.241620630404,,,,
1BHK Multistorey Apartment for Rent in Lok Yamuna at Marol,37000.0,610.0,1.0,2.0,Furnished,2.0,East,Main Road,Rent,Apartment,Mumbai,2000.0,Marol,Lok Yamuna,33560.09070294785,30439.99156729963,27609.969675555214,25043.05639506142,22714.79038100809,20602.984472569693,18687.514260834185,16950.1263136818,15374.264230096871,13944.910866301016,12648.445230205,,,,
2BHK Multistorey Apartment for Rent in Lodha Bel Air at Jogeshwari West,85000.0,1000.0,2.0,2.0,Furnished,11.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2013.0,Jogeshwari,Lodha Bel Air,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Jogeshwari Vikhroli Link Road,36000.0,532.0,1.0,2.0,Unfurnished,6.0,South,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2012.0,Jogeshwari Vikhroli Link Road,Jogeshwari Vikhroli Link Road,32653.061224489797,29617.289092507744,26863.754278918586,24366.21703303273,22100.87712746733,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Naidu Colony,50000.0,789.0,2.0,2.0,Unfurnished,11.0,North - East,Main Road,Rent,Apartment,Mumbai,1975.0,Naidu Colony,Naidu Colony,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,25253.397649775925,22905.57609957,20776.03274337415,18844.47414365002,17092.493554331082,15503.3955141325,14062.03674751247,12754.681857154166,11568.872432792892
3BHK Multistorey Apartment for Rent in Ghatkopar East,85000.0,1101.0,3.0,3.0,Unfurnished,1.0,South - East,Main Road,Rent,Apartment,Mumbai,1975.0,Ghatkopar East,Ghatkopar East,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,38939.479369269,35319.255663736054,32035.606044205033,29057.23904236284,26355.77237402525,23905.4624707712,21682.959157162084,19667.08313574792
3BHK Multistorey Apartment for Rent in Goregaon West,110000.0,1500.0,3.0,3.0,Furnished,15.0,West,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2017.0,Goregaon West,Goregaon West,99773.24263038549,90497.272227107,82083.69363002901,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Kool Breeze at Khar West,150000.0,1300.0,3.0,3.0,Semi-Furnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Khar,Kool Breeze,136054.42176870749,123405.37121878227,111932.30949549412,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in RNA NG Eclat at Oshiwara,130000.0,900.0,2.0,2.0,Furnished,21.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2015.0,Oshiwara,RNA NG Eclat,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Juhu Versova Link Road,85000.0,1100.0,2.0,2.0,Unfurnished,3.0,East,Main Road,Rent,Apartment,Mumbai,2015.0,Juhu Versova Link Road,Juhu Versova Link Road,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in RNA NG Eclat at Lokhandwala Complex Andheri West,150000.0,1800.0,3.0,3.0,Furnished,20.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Lokhandwala,RNA NG Eclat,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Gokuldham at Gokuldham Colony Goregaon East,100000.0,1300.0,3.0,3.0,Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,1992.0,Gokuldham,Gokuldham,90702.94784580499,82270.24747918818,74621.53966366274,67683.9362028687,61391.32535407592,55683.74181775592,50506.79529955185,45811.15219914,41552.0654867483,37688.94828730004,34184.987108662164,31006.791028265,28124.07349502494,25509.363714308332,23137.744865585784
2BHK Multistorey Apartment for Rent in Lakshchandi Height at Goregaon East,65000.0,1110.0,2.0,2.0,Unfurnished,6.0,East,Garden/Park,Rent,Apartment,Mumbai,1992.0,Goregaon,Lakshchandi Height,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,27008.842566386393,24497.816386745028,22220.241620630404,20154.414168372252,18280.647771766213,16581.08641430042,15039.53416263076
2BHK Multistorey Apartment for Rent in Riddhi Tower at Goregaon East,50000.0,1050.0,2.0,2.0,Semi-Furnished,4.0,East,Pool,Rent,Apartment,Mumbai,1992.0,Goregaon,Riddhi Tower,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,25253.397649775925,22905.57609957,20776.03274337415,18844.47414365002,17092.493554331082,15503.3955141325,14062.03674751247,12754.681857154166,11568.872432792892
2BHK Multistorey Apartment for Rent in Jyoti Sukriti at Goregaon East,60000.0,850.0,2.0,2.0,Semi-Furnished,16.0,East,Garden/Park,Rent,Apartment,Mumbai,1992.0,Goregaon,Jyoti Sukriti,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,22613.368972380023,20510.9922651973,18604.074616959,16874.444097014963,15305.618228584999,13882.646919351471
3BHK Multistorey Apartment for Rent in Oberoi Woods at Yashodham,95000.0,1225.0,3.0,3.0,Furnished,2.0,East,Garden/Park,Rent,Apartment,Mumbai,1992.0,Yashodham,Oberoi Woods,86167.80045351473,78156.73510522877,70890.4626804796,64299.73939272526,58321.75908637212,52899.554726868126,47981.455534574256,43520.594589183005,39474.46221241089,35804.50087293504,32475.737753229056,29456.45147685175,26717.869820273692,24233.895528592915,21980.857622306496
"3BHK Multistorey Apartment for Rent in Alpine at Thakur Village, Kandivali East",65000.0,1250.0,3.0,2.0,Unfurnished,21.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Alpine,58956.91609977324,53475.660861472315,,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Rivali Park at Magathane,80000.0,1350.0,3.0,2.0,Unfurnished,20.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Rivali Park,72562.358276644,65816.19798335055,,,,,,,,,,,,,
"3BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",70000.0,1250.0,3.0,2.0,Unfurnished,14.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Epsilon,63492.06349206349,57589.17323543173,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Rivali Park at Magathane,75000.0,1250.0,2.0,1.0,Furnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Rivali Park,68027.21088435374,61702.685609391134,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Adani Western Heights at Four Bungalows,120000.0,1696.0,2.0,3.0,Semi-Furnished,10.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Four,Adani Western Heights,108843.53741496598,98724.29697502582,89545.8475963953,81220.72344344243,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Reclamation at Bandra West,110000.0,1000.0,2.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Reclamation,99773.24263038549,90497.272227107,82083.69363002901,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ekta WestBay at Bandra West,110000.0,900.0,2.0,2.0,Semi-Furnished,7.0,East,Main Road,Rent,Apartment,Mumbai,2016.0,Bandra,Ekta WestBay,99773.24263038549,90497.272227107,82083.69363002901,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Shiv Asthan Heights at Bandra West,140000.0,900.0,2.0,2.0,Semi-Furnished,12.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Shiv Asthan Heights,126984.12698412698,115178.34647086346,104470.15552912783,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Platinum Park Reach at Bandra West,170000.0,900.0,2.0,2.0,Semi-Furnished,8.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Platinum Park Reach,154195.01133786846,139859.42071461992,126856.61742822666,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Palazzo Heights at Khar West,160000.0,1200.0,3.0,3.0,Semi-Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Khar,Palazzo Heights,145124.716553288,131632.3959667011,119394.46346186039,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in 36 AB at Bandra West,160000.0,1100.0,3.0,3.0,Unfurnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,36 AB,145124.716553288,131632.3959667011,119394.46346186039,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Gorwani Palacio at Bandra West,130000.0,900.0,2.0,3.0,Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Gorwani Palacio,117913.83219954648,106951.32172294463,97008.00156276156,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Juhu Versova Link Road,130000.0,1200.0,2.0,2.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2015.0,Juhu Versova Link Road,Juhu Versova Link Road,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ekta Tripolis at Goregaon West,65000.0,1150.0,2.0,2.0,Unfurnished,10.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2017.0,Goregaon,Ekta Tripolis,58956.91609977324,53475.660861472315,48504.00078138078,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Green Blaze Apartment at Juhu Versova Link Road,70000.0,1200.0,2.0,2.0,Unfurnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2015.0,Juhu,Green Blaze Apartment,63492.06349206349,57589.17323543173,52235.07776456392,47378.75534200809,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Lokhandwala Complex Andheri West,100000.0,1500.0,2.0,3.0,Unfurnished,10.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Lokhandwala Complex Andheri West,Lokhandwala Complex Andheri West,90702.94784580499,82270.24747918818,74621.53966366274,67683.9362028687,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Adani Western Heights at Four Bungalows,140000.0,1900.0,3.0,3.0,Unfurnished,10.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Four,Adani Western Heights,126984.12698412698,115178.34647086346,104470.15552912783,94757.51068401618,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Seven Bungalows,70000.0,1000.0,2.0,2.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2015.0,Seven Bungalows,Seven Bungalows,63492.06349206349,57589.17323543173,52235.07776456392,47378.75534200809,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Four Bungalows,99000.0,1250.0,2.0,2.0,Unfurnished,18.0,East,Garden/Park,Rent,Apartment,Mumbai,2015.0,Four Bungalows,Four Bungalows,89795.91836734694,81447.5450043963,73875.32426702611,67007.09684084001,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Nahar Camellia at Chandivali,95000.0,1450.0,3.0,2.0,Furnished,10.0,East,Main Road,Rent,Apartment,Mumbai,2010.0,Chandivali,Nahar Camellia,86167.80045351473,78156.73510522877,70890.4626804796,64299.73939272526,58321.75908637212,52899.554726868126,,,,,,,,,
2BHK Multistorey Apartment for Rent in Highland CHS at Pali Hill,160000.0,1200.0,2.0,2.0,Furnished,7.0,East,Main Road,Rent,Apartment,Mumbai,2001.0,Pali,Highland CHS,145124.716553288,131632.3959667011,119394.46346186039,108294.29792458992,98226.12056652147,89093.98690840948,80810.87247928296,73297.84351862401,66483.30477879728,60302.317259680065,54695.97937385946,,,,
3BHK Multistorey Apartment for Rent in Shivaji Park,150000.0,1300.0,3.0,3.0,Furnished,22.0,North - East,Garden/Park,Rent,Apartment,Mumbai,1982.0,Shivaji Park,Shivaji Park,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,92086.98803111387,83525.61272663389,75760.19294932777,68716.72829871,62328.09823012245,56533.422430950064,51277.48066299324,46510.1865423975,42186.11024253741,38264.0455714625,34706.61729837868
2BHK Multistorey Apartment for Rent in Matunga West,90000.0,1000.0,2.0,2.0,Semi-Furnished,6.0,East,Garden/Park,Rent,Apartment,Mumbai,1982.0,Matunga West,Matunga West,81632.65306122448,74043.22273126936,67159.38569729647,60915.54258258183,55252.19281866832,50115.36763598033,45456.11576959667,41230.036979226,37396.85893807347,33920.05345857004,30766.488397795947,27906.1119254385,25311.666145522446,22958.4273428775,20823.970379027207
3BHK Multistorey Apartment for Rent in Ashok tower at Parel,229999.0,1915.0,3.0,3.0,Unfurnished,20.0,East,"Garden/Park, Pool",Rent,Apartment,Mumbai,1983.0,Parel,Ashok tower,208615.87301587302,189220.74649965804,171628.79501102766,155672.37642723598,141199.43440112105,128072.04934342044,116165.12412101627,105365.19194650001,95569.33509886623,86684.20417130722,78625.12850005188,71315.30929709921,64685.08779782241,58671.28144927202,53216.581813398654
2BHK Multistorey Apartment for Rent in Kabra Paradise at Andheri West,60000.0,1000.0,2.0,2.0,Unfurnished,14.0,West,Main Road,Rent,Apartment,Mumbai,2006.0,Andheri,Kabra Paradise,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,,,,,,,
3BHK Multistorey Apartment for Rent in Bandra West,180000.0,1700.0,3.0,3.0,Furnished,5.0,East,Main Road,Rent,Apartment,Mumbai,2001.0,Bandra West,Bandra West,163265.30612244896,148086.44546253872,134318.77139459294,121831.08516516366,110504.38563733664,100230.73527196066,90912.23153919334,82460.073958452,74793.71787614694,67840.10691714007,61532.976795591894,,,,
2BHK Multistorey Apartment for Rent in Adani Western Heights at Four Bungalows,140000.0,1361.0,2.0,2.0,Furnished,20.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Four,Adani Western Heights,126984.12698412698,115178.34647086346,104470.15552912783,94757.51068401618,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Malad West,55000.0,950.0,2.0,2.0,Furnished,4.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2017.0,Malad West,Malad West,49886.621315192744,45248.6361135535,41041.846815014505,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Ekta Eros  at Khar West,180000.0,1300.0,3.0,3.0,Semi-Furnished,6.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Khar,Ekta Eros,163265.30612244896,148086.44546253872,134318.77139459294,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Prakash Two Roses at Bandra West,180000.0,1300.0,3.0,3.0,Semi-Furnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Prakash Two Roses,163265.30612244896,148086.44546253872,134318.77139459294,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Malad West,60000.0,1000.0,2.0,2.0,Semi-Furnished,10.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2017.0,Malad West,Malad West,54421.76870748299,49362.14848751291,44772.92379819765,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Khar Gymkhana Apartment at Khar West,130000.0,900.0,2.0,2.0,Semi-Furnished,7.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Khar,Khar Gymkhana Apartment,117913.83219954648,106951.32172294463,97008.00156276156,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Stone Arch at Pali Hill,140000.0,900.0,2.0,2.0,Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Pali,Stone Arch,126984.12698412698,115178.34647086346,104470.15552912783,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Seven Bungalows,130000.0,1000.0,2.0,3.0,Furnished,10.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2015.0,Seven Bungalows,Seven Bungalows,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Almeida Park at Bandra West,120000.0,600.0,1.0,2.0,Semi-Furnished,3.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Almeida Park,108843.53741496598,98724.29697502582,89545.8475963953,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Evershine Cosmic at Andheri West,95000.0,1500.0,2.0,2.0,Furnished,12.0,West,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Andheri,Evershine Cosmic,86167.80045351473,78156.73510522877,70890.4626804796,64299.73939272526,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Kalpataru Yugdharma at Malad West,130000.0,1800.0,3.0,3.0,Furnished,10.0,West,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2017.0,Malad,Kalpataru Yugdharma,117913.83219954648,106951.32172294463,97008.00156276156,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Kedarnath Apartment at Yari Road,80000.0,1200.0,2.0,2.0,Furnished,3.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Yari,Kedarnath Apartment,72562.358276644,65816.19798335055,59697.231730930194,54147.14896229496,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Silver Cascade at Bandra West,200000.0,900.0,2.0,2.0,Semi-Furnished,6.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Silver Cascade,181405.89569160997,164540.49495837637,149243.07932732548,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Oberoi Springs at Andheri West,140000.0,1295.0,3.0,2.0,Unfurnished,19.0,North,Garden/Park,Rent,Apartment,Mumbai,2012.0,Andheri,Oberoi Springs,126984.12698412698,115178.34647086346,104470.15552912783,94757.51068401618,85947.85549570627,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Sunshine Infinity at Wadala West,180000.0,2100.0,3.0,3.0,Semi-Furnished,15.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2013.0,Wadala,Sunshine Infinity,163265.30612244896,148086.44546253872,134318.77139459294,121831.08516516366,110504.38563733664,,,,,,,,,,
4BHK Multistorey Apartment for Rent in Manish Nagar,240000.0,1600.0,4.0,3.0,Furnished,10.0,North - East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Manish Nagar,Manish Nagar,217687.07482993195,197448.59395005164,179091.6951927906,162441.44688688486,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Kamal Pushpa at Reclamation,75000.0,600.0,1.0,2.0,Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Reclamation,Kamal Pushpa,68027.21088435374,61702.685609391134,55966.15474774706,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Asuda Kutir at Bandra,100000.0,650.0,1.0,2.0,Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Asuda Kutir,90702.94784580499,82270.24747918818,74621.53966366274,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Lok Nirman at Khar West,120000.0,1500.0,2.0,3.0,Semi-Furnished,9.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Khar,Lok Nirman,108843.53741496598,98724.29697502582,89545.8475963953,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Seven Bungalows,98000.0,1000.0,2.0,2.0,Furnished,4.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Seven Bungalows,Seven Bungalows,88888.88888888889,80624.84252960442,73129.1088703895,66330.25747881133,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Bandra Shiv Samruddhi at Bandra West,75000.0,700.0,1.0,2.0,Furnished,3.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Bandra Shiv Samruddhi,68027.21088435374,61702.685609391134,55966.15474774706,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Mansarovar CHS at Chincholi Phatak,28000.0,745.0,1.0,1.0,Unfurnished,1.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Chincholi,Mansarovar CHS,25396.825396825396,23035.66929417269,20894.03110582557,18951.502136803236,17189.571099141256,15591.447708971658,14141.902683874518,12827.122615759201,11634.578336289524,10552.905520444012,9571.796390425405,,,,
1BHK Multistorey Apartment for Rent in Malad West,28000.0,450.0,1.0,1.0,Semi-Furnished,5.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2017.0,Malad West,Malad West,25396.825396825396,23035.66929417269,20894.03110582557,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Silver Spring at Pali Hill,150000.0,1000.0,2.0,3.0,Unfurnished,9.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Pali,Silver Spring,136054.42176870749,123405.37121878227,111932.30949549412,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Deepanjali Society at Vile Parle East,83000.0,930.0,2.0,2.0,Semi-Furnished,1.0,East,Main Road,Rent,Apartment,Mumbai,2019.0,Vile,Deepanjali Society,75283.44671201814,68284.30540772619,,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Pinnacle Gold at Bandra West,85000.0,650.0,1.0,1.0,Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Pinnacle Gold,77097.50566893423,69929.71035730996,63428.30871411333,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ekta Trinity at Santacruz West,140000.0,900.0,2.0,2.0,Semi-Furnished,7.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Santacruz,Ekta Trinity,126984.12698412698,115178.34647086346,104470.15552912783,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Sunmist Apartment at Bandra West,120000.0,850.0,2.0,2.0,Furnished,3.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Sunmist Apartment,108843.53741496598,98724.29697502582,89545.8475963953,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Vishnu Dham at Bandra West,130000.0,850.0,2.0,2.0,Unfurnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Vishnu Dham,117913.83219954648,106951.32172294463,97008.00156276156,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Kanakia Hollywood at Yari Road,110000.0,1050.0,2.0,2.0,Unfurnished,1.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Yari,Kanakia Hollywood,99773.24263038549,90497.272227107,82083.69363002901,74452.32982315557,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Highland CHS at Pali Hill,140000.0,900.0,2.0,2.0,Semi-Furnished,3.0,West,Garden/Park,Rent,Apartment,Mumbai,2016.0,Pali,Highland CHS,126984.12698412698,115178.34647086346,104470.15552912783,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Manju Mahal Apartment at Pali Hill,90000.0,650.0,1.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Pali,Manju Mahal Apartment,81632.65306122448,74043.22273126936,67159.38569729647,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Blue Bird at Pali Hill,85000.0,700.0,1.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Pali,Blue Bird,77097.50566893423,69929.71035730996,63428.30871411333,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Raheja Kanti Apartments at Bandra West,90000.0,650.0,1.0,2.0,Semi-Furnished,9.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Raheja Kanti Apartments,81632.65306122448,74043.22273126936,67159.38569729647,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Romell Diva at Chincholi Phatak,60000.0,1150.0,2.0,2.0,Furnished,11.0,South,Main Road,Rent,Apartment,Mumbai,2000.0,Chincholi,Romell Diva,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,22613.368972380023,20510.9922651973,,,,
1BHK Multistorey Apartment for Rent in Amiya at Khar West,85000.0,700.0,1.0,2.0,Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Khar,Amiya,77097.50566893423,69929.71035730996,63428.30871411333,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Kanti Apartment at Bandra West,160000.0,800.0,2.0,2.0,Furnished,10.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Kanti Apartment,145124.716553288,131632.3959667011,119394.46346186039,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Reclamation at Bandra West,70000.0,650.0,1.0,1.0,Semi-Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Reclamation,63492.06349206349,57589.17323543173,52235.07776456392,,,,,,,,,,,,
